platform,brand,product_name,category,price,rating,ram,storage,battery,url
Myntra,Motorola,Motorola motorola-38-edge,Smartphone,25457,3.5,6GB,64GB,6000mAh,https://myntra.com/motorola-motorola-model-38
Flipkart,Samsung,Samsung Galaxy S21,Smartphone,80316,3.6,4GB,256GB,4000mAh,https://flipkart.com/samsung-galaxy-s21
Reliance Digital,Realme,Realme realme-18-x,Smartphone,11946,3.5,12GB,64GB,6000mAh,https://reliancedigital.com/realme-realme-model-18
Reliance Digital,Samsung,Samsung samsung-62-plus,Smartphone,41210,4.6,16GB,128GB,4000mAh,https://reliancedigital.com/samsung-samsung-model-62
Reliance Digital,Samsung,Samsung Galaxy A54,Smartphone,36222,4.0,8GB,256GB,6000mAh,https://reliancedigital.com/samsung-galaxy-a54
Reliance Digital,Xiaomi,Xiaomi Redmi Note 11,Smartphone,68299,4.8,6GB,128GB,4000mAh,https://reliancedigital.com/xiaomi-redmi-note-11
Flipkart,Oppo,Oppo Oppo A78,Smartphone,25609,4.1,4GB,1TB,4000mAh,https://flipkart.com/oppo-oppo-a78
Myntra,Samsung,Samsung Galaxy A54,Smartphone,77502,4.4,8GB,128GB,4000mAh,https://myntra.com/samsung-galaxy-a54
Croma,Samsung,Samsung samsung-88-edge,Smartphone,50974,4.6,4GB,1TB,5000mAh,https://croma.com/samsung-samsung-model-88
Reliance Digital,Motorola,Motorola Moto G54,Smartphone,49040,4.6,8GB,128GB,4000mAh,https://reliancedigital.com/motorola-moto-g54
Flipkart,Google,Google google-83-edge,Smartphone,60593,4.9,16GB,64GB,6000mAh,https://flipkart.com/google-google-model-83
Flipkart,Apple,Apple apple-54-fe,Smartphone,54212,4.0,6GB,64GB,4000mAh,https://flipkart.com/apple-apple-model-54
Amazon,Oppo,Oppo oppo-38-lite,Smartphone,36492,4.3,6GB,1TB,6000mAh,https://amazon.com/oppo-oppo-model-38
Amazon,Motorola,Motorola Moto G54,Smartphone,39290,3.9,16GB,64GB,4000mAh,https://amazon.com/motorola-moto-g54
Myntra,Realme,Realme realme-45-se,Smartphone,10501,3.7,6GB,128GB,5500mAh,https://myntra.com/realme-realme-model-45
Myntra,Vivo,Vivo vivo-79-fe,Smartphone,20089,3.7,8GB,1TB,4500mAh,https://myntra.com/vivo-vivo-model-79
Reliance Digital,Realme,Realme Realme 11 Pro,Smartphone,44660,4.1,6GB,1TB,4500mAh,https://reliancedigital.com/realme-realme-11-pro
Myntra,Xiaomi,Xiaomi Redmi Note 10,Smartphone,63489,4.3,6GB,512GB,4000mAh,https://myntra.com/xiaomi-redmi-note-10
Flipkart,OnePlus,OnePlus oneplus-75-plus,Smartphone,49435,4.1,6GB,64GB,5500mAh,https://flipkart.com/oneplus-oneplus-model-75
Reliance Digital,Realme,Realme Realme Narzo 60,Smartphone,49942,5.0,4GB,256GB,4000mAh,https://reliancedigital.com/realme-realme-narzo-60
Amazon,Vivo,Vivo Vivo V29,Smartphone,62830,3.6,4GB,1TB,5500mAh,https://amazon.com/vivo-vivo-v29
Croma,OnePlus,OnePlus oneplus-50-x,Smartphone,24750,4.6,4GB,1TB,5500mAh,https://croma.com/oneplus-oneplus-model-50
Myntra,Realme,Realme Realme Narzo 60,Smartphone,70558,4.2,6GB,64GB,4500mAh,https://myntra.com/realme-realme-narzo-60
Reliance Digital,Oppo,Oppo Oppo A78,Smartphone,43290,4.4,12GB,512GB,6000mAh,https://reliancedigital.com/oppo-oppo-a78
Flipkart,Apple,Apple iPhone 13,Smartphone,19711,3.7,12GB,1TB,4500mAh,https://flipkart.com/apple-iphone-13
Amazon,OnePlus,OnePlus OnePlus 9,Smartphone,14479,3.7,8GB,512GB,6000mAh,https://amazon.com/oneplus-oneplus-9
Amazon,Apple,Apple apple-23-x,Smartphone,59355,4.8,6GB,128GB,4500mAh,https://amazon.com/apple-apple-model-23
Reliance Digital,Samsung,Samsung samsung-93-se,Smartphone,37846,4.2,4GB,64GB,5500mAh,https://reliancedigital.com/samsung-samsung-model-93
Reliance Digital,Google,Google Pixel 6a,Smartphone,34407,4.3,12GB,512GB,4000mAh,https://reliancedigital.com/google-pixel-6a
Flipkart,Xiaomi,Xiaomi xiaomi-69-lite,Smartphone,20006,3.9,12GB,256GB,4000mAh,https://flipkart.com/xiaomi-xiaomi-model-69
Flipkart,Motorola,Motorola motorola-69-edge,Smartphone,27421,4.0,8GB,64GB,6000mAh,https://flipkart.com/motorola-motorola-model-69
Myntra,Vivo,Vivo Vivo Y36,Smartphone,29257,3.9,12GB,1TB,5500mAh,https://myntra.com/vivo-vivo-y36
Reliance Digital,Oppo,Oppo Oppo Reno 8,Smartphone,44294,4.9,8GB,256GB,4500mAh,https://reliancedigital.com/oppo-oppo-reno-8
Amazon,Google,Google Pixel 8,Smartphone,43847,4.5,16GB,512GB,4500mAh,https://amazon.com/google-pixel-8
Flipkart,Apple,Apple iPhone 13,Smartphone,13695,4.0,6GB,1TB,6000mAh,https://flipkart.com/apple-iphone-13
Reliance Digital,Realme,Realme Realme 11 Pro,Smartphone,65970,4.8,16GB,64GB,4500mAh,https://reliancedigital.com/realme-realme-11-pro
Myntra,Google,Google Pixel 8,Smartphone,29419,4.1,4GB,64GB,5500mAh,https://myntra.com/google-pixel-8
Croma,Vivo,Vivo vivo-27-neo,Smartphone,25123,4.1,16GB,256GB,4000mAh,https://croma.com/vivo-vivo-model-27
Myntra,Vivo,Vivo vivo-40-ultra,Smartphone,27627,4.4,12GB,128GB,4000mAh,https://myntra.com/vivo-vivo-model-40
Croma,Samsung,Samsung Galaxy M34,Smartphone,21745,4.2,16GB,512GB,5000mAh,https://croma.com/samsung-galaxy-m34
Flipkart,Realme,Realme realme-84-fe,Smartphone,24185,3.8,4GB,512GB,4500mAh,https://flipkart.com/realme-realme-model-84
Amazon,Motorola,Motorola Moto G84,Smartphone,62221,4.3,8GB,256GB,5000mAh,https://amazon.com/motorola-moto-g84
Myntra,Xiaomi,Xiaomi Redmi Note 12,Smartphone,44557,4.1,8GB,256GB,4000mAh,https://myntra.com/xiaomi-redmi-note-12
Croma,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,60081,3.6,8GB,128GB,6000mAh,https://croma.com/oneplus-oneplus-nord-2t
Amazon,Google,Google google-82-max,Smartphone,55886,4.3,8GB,64GB,4500mAh,https://amazon.com/google-google-model-82
Myntra,Google,Google google-57-x,Smartphone,43860,4.2,16GB,128GB,4500mAh,https://myntra.com/google-google-model-57
Amazon,Motorola,Motorola Moto G84,Smartphone,51763,4.2,8GB,128GB,5000mAh,https://amazon.com/motorola-moto-g84
Amazon,Samsung,Samsung Galaxy A54,Smartphone,28427,3.5,6GB,256GB,6000mAh,https://amazon.com/samsung-galaxy-a54
Myntra,Motorola,Motorola motorola-77-max,Smartphone,20100,4.3,6GB,1TB,5500mAh,https://myntra.com/motorola-motorola-model-77
Amazon,Motorola,Motorola motorola-28-lite,Smartphone,36149,4.5,8GB,64GB,5000mAh,https://amazon.com/motorola-motorola-model-28
Croma,Motorola,Motorola motorola-73-x,Smartphone,31545,4.2,4GB,1TB,4000mAh,https://croma.com/motorola-motorola-model-73
Reliance Digital,Motorola,Motorola motorola-24-edge,Smartphone,22381,3.6,4GB,256GB,6000mAh,https://reliancedigital.com/motorola-motorola-model-24
Flipkart,Vivo,Vivo vivo-49-x,Smartphone,25367,4.1,12GB,256GB,5500mAh,https://flipkart.com/vivo-vivo-model-49
Flipkart,Vivo,Vivo vivo-10-edge,Smartphone,23274,3.7,8GB,256GB,6000mAh,https://flipkart.com/vivo-vivo-model-10
Croma,Apple,Apple iPhone 15,Smartphone,46382,3.7,16GB,512GB,4000mAh,https://croma.com/apple-iphone-15
Croma,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,78469,3.8,6GB,64GB,5000mAh,https://croma.com/oneplus-oneplus-nord-2t
Amazon,Realme,Realme Realme Narzo 60,Smartphone,74043,4.5,16GB,64GB,5500mAh,https://amazon.com/realme-realme-narzo-60
Amazon,Oppo,Oppo oppo-33-plus,Smartphone,24718,4.0,16GB,1TB,5000mAh,https://amazon.com/oppo-oppo-model-33
Flipkart,Samsung,Samsung samsung-19-plus,Smartphone,48921,3.8,12GB,1TB,5000mAh,https://flipkart.com/samsung-samsung-model-19
Flipkart,Vivo,Vivo Vivo Y36,Smartphone,57935,4.4,12GB,64GB,6000mAh,https://flipkart.com/vivo-vivo-y36
Reliance Digital,Vivo,Vivo vivo-97-neo,Smartphone,23450,3.8,16GB,512GB,4000mAh,https://reliancedigital.com/vivo-vivo-model-97
Amazon,Apple,Apple iPhone 13,Smartphone,23666,4.6,6GB,64GB,4000mAh,https://amazon.com/apple-iphone-13
Croma,Vivo,Vivo Vivo V27,Smartphone,69977,4.5,16GB,128GB,5500mAh,https://croma.com/vivo-vivo-v27
Flipkart,Realme,Realme realme-22-fe,Smartphone,22725,4.1,4GB,64GB,4500mAh,https://flipkart.com/realme-realme-model-22
Myntra,Motorola,Motorola Moto G84,Smartphone,59098,3.6,8GB,256GB,4000mAh,https://myntra.com/motorola-moto-g84
Myntra,Google,Google google-76-lite,Smartphone,55633,4.6,12GB,256GB,5000mAh,https://myntra.com/google-google-model-76
Amazon,Motorola,Motorola motorola-39-pro,Smartphone,29325,3.8,12GB,128GB,5000mAh,https://amazon.com/motorola-motorola-model-39
Flipkart,Samsung,Samsung samsung-85-max,Smartphone,58992,4.9,16GB,128GB,4000mAh,https://flipkart.com/samsung-samsung-model-85
Myntra,Vivo,Vivo Vivo V29,Smartphone,29099,3.8,4GB,64GB,5000mAh,https://myntra.com/vivo-vivo-v29
Amazon,Apple,Apple iPhone 11,Smartphone,54879,4.9,8GB,512GB,4000mAh,https://amazon.com/apple-iphone-11
Myntra,Google,Google google-49-edge,Smartphone,40286,4.3,12GB,512GB,5000mAh,https://myntra.com/google-google-model-49
Myntra,Apple,Apple iPhone 13,Smartphone,56765,4.3,8GB,128GB,4500mAh,https://myntra.com/apple-iphone-13
Croma,OnePlus,OnePlus OnePlus 10R,Smartphone,25012,3.9,16GB,256GB,4500mAh,https://croma.com/oneplus-oneplus-10r
Flipkart,Motorola,Motorola Moto Edge 40,Smartphone,13708,4.2,4GB,64GB,5000mAh,https://flipkart.com/motorola-moto-edge-40
Myntra,Apple,Apple iPhone 14,Smartphone,65657,3.6,8GB,1TB,5500mAh,https://myntra.com/apple-iphone-14
Flipkart,Oppo,Oppo Oppo A78,Smartphone,40983,4.5,16GB,1TB,4500mAh,https://flipkart.com/oppo-oppo-a78
Myntra,Oppo,Oppo Oppo Reno 8,Smartphone,77086,4.7,12GB,64GB,4000mAh,https://myntra.com/oppo-oppo-reno-8
Flipkart,Apple,Apple iPhone 15,Smartphone,14973,3.9,6GB,512GB,5000mAh,https://flipkart.com/apple-iphone-15
Amazon,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,64983,3.7,16GB,64GB,6000mAh,https://amazon.com/oneplus-oneplus-nord-2t
Amazon,Samsung,Samsung Galaxy S23,Smartphone,43269,3.7,16GB,512GB,5000mAh,https://amazon.com/samsung-galaxy-s23
Croma,Oppo,Oppo Oppo Reno 8,Smartphone,22420,3.9,4GB,1TB,5500mAh,https://croma.com/oppo-oppo-reno-8
Reliance Digital,Google,Google google-91,Smartphone,60866,4.5,8GB,512GB,5000mAh,https://reliancedigital.com/google-google-model-91
Myntra,OnePlus,OnePlus OnePlus 10R,Smartphone,66564,3.7,8GB,64GB,4500mAh,https://myntra.com/oneplus-oneplus-10r
Reliance Digital,Vivo,Vivo Vivo V27,Smartphone,72032,4.8,16GB,1TB,5000mAh,https://reliancedigital.com/vivo-vivo-v27
Flipkart,Google,Google Pixel 8,Smartphone,53776,4.3,12GB,512GB,5500mAh,https://flipkart.com/google-pixel-8
Croma,OnePlus,OnePlus OnePlus 11R,Smartphone,73406,3.9,12GB,1TB,5000mAh,https://croma.com/oneplus-oneplus-11r
Croma,Google,Google google-93-fe,Smartphone,49651,3.7,8GB,128GB,4500mAh,https://croma.com/google-google-model-93
Reliance Digital,Oppo,Oppo oppo-49-plus,Smartphone,27292,3.8,12GB,1TB,4500mAh,https://reliancedigital.com/oppo-oppo-model-49
Croma,Oppo,Oppo Oppo A78,Smartphone,56663,4.0,6GB,64GB,4500mAh,https://croma.com/oppo-oppo-a78
Flipkart,Motorola,Motorola Moto G54,Smartphone,56077,3.6,8GB,1TB,4000mAh,https://flipkart.com/motorola-moto-g54
Croma,OnePlus,OnePlus OnePlus 11R,Smartphone,31314,3.9,6GB,128GB,5500mAh,https://croma.com/oneplus-oneplus-11r
Croma,Motorola,Motorola motorola-24-edge,Smartphone,18414,4.6,12GB,512GB,5000mAh,https://croma.com/motorola-motorola-model-24
Myntra,OnePlus,OnePlus OnePlus 11R,Smartphone,37184,3.7,16GB,512GB,6000mAh,https://myntra.com/oneplus-oneplus-11r
Myntra,Realme,Realme Realme Narzo 60,Smartphone,41700,4.1,6GB,512GB,6000mAh,https://myntra.com/realme-realme-narzo-60
Amazon,Xiaomi,Xiaomi xiaomi-47-x,Smartphone,14824,4.0,4GB,1TB,5500mAh,https://amazon.com/xiaomi-xiaomi-model-47
Myntra,Vivo,Vivo Vivo V29,Smartphone,46420,3.7,6GB,128GB,6000mAh,https://myntra.com/vivo-vivo-v29
Reliance Digital,Oppo,Oppo Oppo A78,Smartphone,36030,4.1,4GB,256GB,5500mAh,https://reliancedigital.com/oppo-oppo-a78
Flipkart,Apple,Apple iPhone 14,Smartphone,68839,4.5,4GB,256GB,5000mAh,https://flipkart.com/apple-iphone-14
Flipkart,Xiaomi,Xiaomi xiaomi-16,Smartphone,28442,3.5,12GB,1TB,5500mAh,https://flipkart.com/xiaomi-xiaomi-model-16
Amazon,Google,Google google-93-x,Smartphone,58142,4.1,12GB,256GB,4000mAh,https://amazon.com/google-google-model-93
Reliance Digital,Motorola,Motorola motorola-79-se,Smartphone,25037,3.5,6GB,1TB,6000mAh,https://reliancedigital.com/motorola-motorola-model-79
Flipkart,Vivo,Vivo Vivo V29,Smartphone,18144,3.8,6GB,128GB,5500mAh,https://flipkart.com/vivo-vivo-v29
Reliance Digital,Vivo,Vivo Vivo V27,Smartphone,54629,4.0,12GB,512GB,5500mAh,https://reliancedigital.com/vivo-vivo-v27
Reliance Digital,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,51943,3.5,4GB,128GB,4000mAh,https://reliancedigital.com/oneplus-oneplus-nord-2t
Myntra,Motorola,Motorola Moto Edge 40,Smartphone,27820,4.9,8GB,1TB,6000mAh,https://myntra.com/motorola-moto-edge-40
Reliance Digital,Motorola,Motorola Moto G84,Smartphone,16998,4.1,12GB,512GB,5000mAh,https://reliancedigital.com/motorola-moto-g84
Amazon,Oppo,Oppo Oppo F21,Smartphone,55093,4.6,12GB,256GB,5500mAh,https://amazon.com/oppo-oppo-f21
Amazon,Realme,Realme realme-62-lite,Smartphone,9846,4.1,12GB,256GB,4000mAh,https://amazon.com/realme-realme-model-62
Amazon,Motorola,Motorola motorola-15-ultra,Smartphone,23523,3.6,8GB,256GB,4000mAh,https://amazon.com/motorola-motorola-model-15
Croma,Apple,Apple apple-31,Smartphone,57227,4.6,4GB,1TB,5000mAh,https://croma.com/apple-apple-model-31
Reliance Digital,Google,Google Pixel 6a,Smartphone,33713,4.5,4GB,64GB,5000mAh,https://reliancedigital.com/google-pixel-6a
Amazon,Apple,Apple apple-63-pro,Smartphone,67666,4.2,4GB,128GB,5000mAh,https://amazon.com/apple-apple-model-63
Croma,Google,Google Pixel 8,Smartphone,37857,3.7,12GB,64GB,5500mAh,https://croma.com/google-pixel-8
Croma,Google,Google google-24-ultra,Smartphone,50942,4.1,6GB,512GB,4500mAh,https://croma.com/google-google-model-24
Myntra,OnePlus,OnePlus oneplus-36-x,Smartphone,57181,4.7,6GB,128GB,5000mAh,https://myntra.com/oneplus-oneplus-model-36
Reliance Digital,Google,Google Pixel 8,Smartphone,74438,4.5,12GB,128GB,6000mAh,https://reliancedigital.com/google-pixel-8
Flipkart,Vivo,Vivo Vivo V29,Smartphone,47683,4.6,4GB,512GB,5000mAh,https://flipkart.com/vivo-vivo-v29
Myntra,Samsung,Samsung Galaxy A54,Smartphone,34499,4.4,12GB,256GB,6000mAh,https://myntra.com/samsung-galaxy-a54
Croma,Oppo,Oppo oppo-71-edge,Smartphone,28315,4.1,6GB,128GB,5500mAh,https://croma.com/oppo-oppo-model-71
Myntra,Xiaomi,Xiaomi Redmi Note 10,Smartphone,36141,3.8,16GB,512GB,5000mAh,https://myntra.com/xiaomi-redmi-note-10
Flipkart,Google,Google google-70-max,Smartphone,47810,4.5,12GB,64GB,6000mAh,https://flipkart.com/google-google-model-70
Flipkart,Xiaomi,Xiaomi Redmi Note 10,Smartphone,74403,3.5,4GB,512GB,6000mAh,https://flipkart.com/xiaomi-redmi-note-10
Reliance Digital,Xiaomi,Xiaomi Mi 11X,Smartphone,39471,4.1,6GB,512GB,6000mAh,https://reliancedigital.com/xiaomi-mi-11x
Amazon,Realme,Realme Realme C55,Smartphone,60082,3.7,4GB,512GB,4000mAh,https://amazon.com/realme-realme-c55
Flipkart,Motorola,Motorola motorola-32-ultra,Smartphone,23873,3.8,8GB,64GB,4000mAh,https://flipkart.com/motorola-motorola-model-32
Croma,Oppo,Oppo oppo-52,Smartphone,38974,3.7,12GB,64GB,4500mAh,https://croma.com/oppo-oppo-model-52
Amazon,Oppo,Oppo oppo-83-ultra,Smartphone,31624,3.9,8GB,64GB,4500mAh,https://amazon.com/oppo-oppo-model-83
Reliance Digital,Samsung,Samsung Galaxy S21,Smartphone,43365,3.8,4GB,128GB,4500mAh,https://reliancedigital.com/samsung-galaxy-s21
Reliance Digital,Vivo,Vivo Vivo Y36,Smartphone,24701,4.1,4GB,512GB,6000mAh,https://reliancedigital.com/vivo-vivo-y36
Myntra,Samsung,Samsung samsung-18-se,Smartphone,48581,3.6,16GB,512GB,4500mAh,https://myntra.com/samsung-samsung-model-18
Reliance Digital,OnePlus,OnePlus OnePlus 10R,Smartphone,57720,4.4,4GB,128GB,4000mAh,https://reliancedigital.com/oneplus-oneplus-10r
Croma,Google,Google Pixel 7a,Smartphone,32374,4.2,8GB,128GB,5500mAh,https://croma.com/google-pixel-7a
Flipkart,Motorola,Motorola motorola-38-fe,Smartphone,24585,3.9,12GB,1TB,5000mAh,https://flipkart.com/motorola-motorola-model-38
Myntra,Apple,Apple iPhone 11,Smartphone,10245,4.3,8GB,1TB,5500mAh,https://myntra.com/apple-iphone-11
Croma,Vivo,Vivo Vivo Y36,Smartphone,24627,4.0,8GB,512GB,5000mAh,https://croma.com/vivo-vivo-y36
Flipkart,Realme,Realme Realme C55,Smartphone,38759,4.7,4GB,512GB,4000mAh,https://flipkart.com/realme-realme-c55
Amazon,Realme,Realme Realme C55,Smartphone,25511,3.8,12GB,512GB,5000mAh,https://amazon.com/realme-realme-c55
Flipkart,Samsung,Samsung Galaxy S21,Smartphone,38850,4.6,12GB,256GB,4500mAh,https://flipkart.com/samsung-galaxy-s21
Amazon,Realme,Realme Realme 11 Pro,Smartphone,19635,3.9,4GB,64GB,4500mAh,https://amazon.com/realme-realme-11-pro
Myntra,Samsung,Samsung Galaxy S23,Smartphone,71286,4.4,4GB,1TB,4500mAh,https://myntra.com/samsung-galaxy-s23
Amazon,OnePlus,OnePlus oneplus-89-max,Smartphone,58653,3.7,8GB,1TB,5500mAh,https://amazon.com/oneplus-oneplus-model-89
Myntra,Oppo,Oppo oppo-61-edge,Smartphone,27613,4.3,12GB,128GB,4500mAh,https://myntra.com/oppo-oppo-model-61
Amazon,Xiaomi,Xiaomi Redmi Note 10,Smartphone,11984,4.1,8GB,256GB,5000mAh,https://amazon.com/xiaomi-redmi-note-10
Reliance Digital,Samsung,Samsung samsung-53-se,Smartphone,38247,4.1,16GB,256GB,4000mAh,https://reliancedigital.com/samsung-samsung-model-53
Amazon,Google,Google Pixel 7a,Smartphone,40811,4.0,12GB,512GB,5000mAh,https://amazon.com/google-pixel-7a
Flipkart,Realme,Realme Realme Narzo 60,Smartphone,53547,3.7,16GB,128GB,4000mAh,https://flipkart.com/realme-realme-narzo-60
Myntra,Oppo,Oppo Oppo F21,Smartphone,13255,4.5,16GB,64GB,6000mAh,https://myntra.com/oppo-oppo-f21
Myntra,OnePlus,OnePlus OnePlus 10R,Smartphone,51032,4.4,16GB,256GB,5500mAh,https://myntra.com/oneplus-oneplus-10r
Myntra,Xiaomi,Xiaomi xiaomi-52-pro,Smartphone,22698,3.7,16GB,512GB,4500mAh,https://myntra.com/xiaomi-xiaomi-model-52
Croma,OnePlus,OnePlus OnePlus Nord CE3,Smartphone,28083,4.1,4GB,256GB,6000mAh,https://croma.com/oneplus-oneplus-nord-ce3
Croma,Xiaomi,Xiaomi xiaomi-54-se,Smartphone,15220,4.1,6GB,512GB,4000mAh,https://croma.com/xiaomi-xiaomi-model-54
Amazon,Vivo,Vivo Vivo Y36,Smartphone,14903,4.1,12GB,128GB,6000mAh,https://amazon.com/vivo-vivo-y36
Amazon,Realme,Realme Realme C55,Smartphone,21151,4.2,4GB,128GB,6000mAh,https://amazon.com/realme-realme-c55
Reliance Digital,Motorola,Motorola Moto G84,Smartphone,61030,4.1,6GB,1TB,6000mAh,https://reliancedigital.com/motorola-moto-g84
Reliance Digital,Xiaomi,Xiaomi Redmi Note 12,Smartphone,42095,4.8,4GB,64GB,5500mAh,https://reliancedigital.com/xiaomi-redmi-note-12
Myntra,Oppo,Oppo oppo-11-edge,Smartphone,28407,3.9,6GB,512GB,6000mAh,https://myntra.com/oppo-oppo-model-11
Amazon,Vivo,Vivo vivo-66-fe,Smartphone,27104,4.0,16GB,128GB,5000mAh,https://amazon.com/vivo-vivo-model-66
Reliance Digital,Samsung,Samsung samsung-74-x,Smartphone,39588,4.1,12GB,1TB,4500mAh,https://reliancedigital.com/samsung-samsung-model-74
Amazon,Samsung,Samsung Galaxy M34,Smartphone,57882,3.7,16GB,256GB,4000mAh,https://amazon.com/samsung-galaxy-m34
Myntra,Realme,Realme Realme 11 Pro,Smartphone,34850,3.9,4GB,64GB,4000mAh,https://myntra.com/realme-realme-11-pro
Flipkart,Motorola,Motorola Moto G84,Smartphone,14257,4.0,12GB,128GB,6000mAh,https://flipkart.com/motorola-moto-g84
Myntra,Realme,Realme Realme C55,Smartphone,11220,3.6,12GB,512GB,4500mAh,https://myntra.com/realme-realme-c55
Croma,Realme,Realme Realme 11 Pro,Smartphone,70962,4.4,16GB,512GB,5000mAh,https://croma.com/realme-realme-11-pro
Reliance Digital,Realme,Realme Realme Narzo 60,Smartphone,62072,3.5,12GB,512GB,6000mAh,https://reliancedigital.com/realme-realme-narzo-60
Flipkart,Apple,Apple iPhone 13,Smartphone,74725,4.2,8GB,128GB,5500mAh,https://flipkart.com/apple-iphone-13
Reliance Digital,Vivo,Vivo Vivo Y21,Smartphone,74355,4.2,12GB,1TB,5500mAh,https://reliancedigital.com/vivo-vivo-y21
Flipkart,Apple,Apple iPhone 12,Smartphone,25167,4.8,8GB,256GB,5500mAh,https://flipkart.com/apple-iphone-12
Myntra,Motorola,Motorola Moto G54,Smartphone,34541,4.5,6GB,64GB,6000mAh,https://myntra.com/motorola-moto-g54
Croma,Realme,Realme Realme Narzo 60,Smartphone,41263,3.9,12GB,256GB,6000mAh,https://croma.com/realme-realme-narzo-60
Myntra,Realme,Realme Realme 11 Pro,Smartphone,65159,3.8,6GB,128GB,6000mAh,https://myntra.com/realme-realme-11-pro
Amazon,Vivo,Vivo vivo-63-x,Smartphone,20788,4.1,8GB,128GB,5500mAh,https://amazon.com/vivo-vivo-model-63
Myntra,Xiaomi,Xiaomi Poco X5,Smartphone,42563,4.7,6GB,128GB,5000mAh,https://myntra.com/xiaomi-poco-x5
Flipkart,Motorola,Motorola motorola-77-fe,Smartphone,36678,4.2,16GB,512GB,5000mAh,https://flipkart.com/motorola-motorola-model-77
Amazon,OnePlus,OnePlus oneplus-61-x,Smartphone,27618,4.0,16GB,256GB,4500mAh,https://amazon.com/oneplus-oneplus-model-61
Flipkart,Motorola,Motorola motorola-43,Smartphone,18092,3.9,4GB,128GB,6000mAh,https://flipkart.com/motorola-motorola-model-43
Croma,Realme,Realme Realme 10 Pro,Smartphone,47583,4.0,6GB,128GB,4500mAh,https://croma.com/realme-realme-10-pro
Flipkart,Samsung,Samsung samsung-61-neo,Smartphone,46675,4.4,16GB,64GB,4000mAh,https://flipkart.com/samsung-samsung-model-61
Myntra,Samsung,Samsung Galaxy S22,Smartphone,79669,3.7,8GB,256GB,5500mAh,https://myntra.com/samsung-galaxy-s22
Reliance Digital,Vivo,Vivo vivo-79-pro,Smartphone,22808,4.1,6GB,256GB,6000mAh,https://reliancedigital.com/vivo-vivo-model-79
Amazon,Google,Google google-64-max,Smartphone,61199,4.7,16GB,512GB,4000mAh,https://amazon.com/google-google-model-64
Croma,Oppo,Oppo oppo-84-ultra,Smartphone,24581,3.8,16GB,1TB,6000mAh,https://croma.com/oppo-oppo-model-84
Flipkart,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,58701,4.5,6GB,64GB,5500mAh,https://flipkart.com/oneplus-oneplus-nord-2t
Reliance Digital,Xiaomi,Xiaomi xiaomi-95-neo,Smartphone,23054,4.0,12GB,512GB,5500mAh,https://reliancedigital.com/xiaomi-xiaomi-model-95
Reliance Digital,Motorola,Motorola motorola-84-max,Smartphone,24557,4.2,12GB,64GB,5000mAh,https://reliancedigital.com/motorola-motorola-model-84
Reliance Digital,Vivo,Vivo Vivo Y21,Smartphone,28477,3.9,4GB,128GB,6000mAh,https://reliancedigital.com/vivo-vivo-y21
Croma,Realme,Realme realme-49-lite,Smartphone,23394,4.5,16GB,256GB,5500mAh,https://croma.com/realme-realme-model-49
Amazon,Xiaomi,Xiaomi xiaomi-86-pro,Smartphone,17580,3.8,16GB,512GB,5500mAh,https://amazon.com/xiaomi-xiaomi-model-86
Croma,Samsung,Samsung samsung-22,Smartphone,54153,4.1,12GB,512GB,4500mAh,https://croma.com/samsung-samsung-model-22
Amazon,Samsung,Samsung Galaxy S23,Smartphone,24985,4.1,4GB,512GB,4000mAh,https://amazon.com/samsung-galaxy-s23
Reliance Digital,Samsung,Samsung Galaxy S22,Smartphone,66327,4.5,4GB,128GB,5000mAh,https://reliancedigital.com/samsung-galaxy-s22
Croma,Samsung,Samsung Galaxy M34,Smartphone,64694,4.3,8GB,256GB,5500mAh,https://croma.com/samsung-galaxy-m34
Croma,Apple,Apple iPhone 14,Smartphone,66734,4.1,12GB,64GB,6000mAh,https://croma.com/apple-iphone-14
Amazon,Xiaomi,Xiaomi xiaomi-85-x,Smartphone,19105,4.3,6GB,512GB,5500mAh,https://amazon.com/xiaomi-xiaomi-model-85
Flipkart,Realme,Realme Realme 11 Pro,Smartphone,33218,4.9,4GB,512GB,6000mAh,https://flipkart.com/realme-realme-11-pro
Reliance Digital,Vivo,Vivo vivo-23-pro,Smartphone,26662,4.4,6GB,1TB,5000mAh,https://reliancedigital.com/vivo-vivo-model-23
Croma,Realme,Realme Realme 10 Pro,Smartphone,59802,4.3,16GB,128GB,6000mAh,https://croma.com/realme-realme-10-pro
Myntra,Xiaomi,Xiaomi xiaomi-68-neo,Smartphone,28343,4.2,12GB,1TB,4500mAh,https://myntra.com/xiaomi-xiaomi-model-68
Croma,Motorola,Motorola Moto G54,Smartphone,77722,4.3,6GB,128GB,4500mAh,https://croma.com/motorola-moto-g54
Myntra,OnePlus,OnePlus OnePlus Nord CE3,Smartphone,28406,4.4,12GB,1TB,5000mAh,https://myntra.com/oneplus-oneplus-nord-ce3
Myntra,Realme,Realme Realme 10 Pro,Smartphone,20866,5.0,16GB,64GB,4000mAh,https://myntra.com/realme-realme-10-pro
